Name Latitude Longitude Sea_ID Vertex_Index
Hudson 70.0000 -82.2000 11 17
Hudson 70.6400 -83.0000 11 18
Hudson 71.2000 -78.2000 11 19
Can_Arch 82.3500 -61.5000 12 1
Can_Arch 81.0000 -73.0000 12 2
Can_Arch 79.6500 -79.0000 12 3
Can_Arch 78.7000 -80.0000 12 4
Can_Arch 77.7000 -82.2000 12 5
Can_Arch 77.1000 -83.0000 12 6
Can_Arch 76.8000 -80.5000 12 7
Can_Arch 76.7000 -78.4400 12 8
Can_Arch 76.5000 -78.4400 12 9
Can_Arch 76.1000 -78.9000 12 10
Can_Arch 75.8600 -79.5000 12 11
Can_Arch 75.6000 -80.2000 12 12
Can_Arch 75.0000 -81.5000 12 13
Can_Arch 74.7000 -80.4900 12 14
Can_Arch 73.6200 -78.2000 12 15
Can_Arch 73.3000 -78.6000 12 16
Can_Arch 72.8800 -76.2000 12 17
Can_Arch 72.5800 -76.2000 12 18
Can_Arch 72.2500 -76.5000 12 19
Can_Arch 72.0000 -77.0000 12 20
Can_Arch 71.2000 -78.2000 12 21
Can_Arch 70.6400 -83.0000 12 22
Can_Arch 70.0000 -82.2000 12 23
Can_Arch 69.5000 -83.0000 12 24
Can_Arch 67.5000 -83.0000 12 25
Can_Arch 66.7500 -86.5000 12 26
Can_Arch 66.7500 -90.0000 12 27
Can_Arch 66.5635 -90.0000 12 28
Can_Arch 66.5635 -100.0000 12 29
Can_Arch 66.5635 -106.0000 12 30
Can_Arch 66.2000 -106.0000 12 31
Can_Arch 66.2000 -108.5000 12 32
Can_Arch 66.5635 -108.5000 12 33
Can_Arch 66.5635 -127.5000 12 34
Can_Arch 70.0000 -127.5000 12 35
Can_Arch 70.5750 -128.0333 12 36
Can_Arch 71.9667 -126.0167 12 37
Can_Arch 72.2500 -124.0000 12 38
Can_Arch 74.0000 -122.5000 12 39
Can_Arch 74.3417 -124.7667 12 40
Can_Arch 76.0917 -123.0167 12 41
Can_Arch 76.2500 -120.5000 12 42
Can_Arch 77.3800 -116.1700 12 43
Can_Arch 77.5000 -116.5000 12 44
Can_Arch 78.0000 -114.6000 12 45
Can_Arch 78.3400 -113.2900 12 46
Can_Arch 78.5000 -110.9000 12 47
Can_Arch 78.7300 -110.5000 12 48
Can_Arch 79.2670 -105.0000 12 49
Can_Arch 80.1000 -99.7000 12 50
Can_Arch 81.3000 -94.0000 12 51
Can_Arch 81.6400 -91.7500 12 52
Can_Arch 81.8000 -90.0000 12 53
Can_Arch 81.8560 -79.4250 12 54
Can_Arch 82.0000 -75.0000 12 55
Can_Arch 82.4000 -67.0000 12 56
Can_Arch 82.3500 -61.5000 12 57
Bering-NA 65.6500 -158.0000 13 1
Bering-NA 59.5000 -158.0000 13 2
Bering-NA 59.0000 -156.0000 13 3
Bering-NA 58.0000 -156.5000 13 4
Bering-NA 57.0000 -157.6400 13 5
Bering-NA 56.0000 -160.0000 13 6
Bering-NA 55.7500 -160.1700 13 7
Bering-NA 55.6200 -161.1000 13 8
Bering-NA 55.6925 -161.5310 13 9
Bering-NA 55.2900 -162.4600 13 10
Bering-NA 55.2970 -162.6900 13 11
Bering-NA 55.1100 -162.9700 13 12
Bering-NA 55.1270 -163.2350 13 13
Bering-NA 54.9816 -163.2360 13 14
Bering-NA 54.9336 -163.1570 13 15
Bering-NA 54.8346 -163.3620 13 16
Bering-NA 54.7150 -164.1650 13 17
Bering-NA 54.1270 -165.8650 13 18
Bering-NA 53.7440 -166.6230 13 19
Bering-NA 53.4617 -167.1100 13 20
Bering-NA 53.3427 -167.6180 13 21
Bering-NA 53.2820 -168.2740 13 22
Bering-NA 52.9145 -168.9120 13 23
Bering-NA 52.8350 -169.8200 13 24
Bering-NA 52.7330 -170.1370 13 25
Bering-NA 52.6150 -170.7040 13 26
Bering-NA 52.4664 -171.2528 13 27
Bering-NA 52.2980 -172.4426 13 28
Bering-NA 52.0828 -173.1826 13 29
Bering-NA 52.1477 -174.1840 13 30
Bering-NA 52.0209 -175.2272 13 31
Bering-NA 51.9359 -175.8044 13 32
Bering-NA 51.7244 -176.7130 13 33
Bering-NA 51.7326 -177.2540 13 34
Bering-NA 51.6830 -177.9530 13 35
Bering-NA 51.6830 -180.0000 13 36
Bering-NA 66.5635 -180.0000 13 37
Bering-NA 66.5635 -175.5000 13 38
Bering-NA 66.0500 -175.5000 13 39
Bering-NA 66.0500 -169.6500 13 40
Bering-NA 65.6500 -168.0833 13 41
Bering-NA 65.6500 -158.0000 13 42
Bering-Asia 66.5635 180.0000 13 1
Bering-Asia 51.3777 180.0000 13 2
Bering-Asia 51.3777 179.2720 13 3
Bering-Asia 52.0140 177.5617 13 4
Bering-Asia 52.4347 173.6150 13 5
Bering-Asia 52.8240 172.9410 13 6
Bering-Asia 54.5500 168.0000 13 7
Bering-Asia 54.7275 166.6400 13 8
Bering-Asia 55.3180 166.0000 13 9
Bering-Asia 56.0100 163.0450 13 10
Bering-Asia 56.2600 162.8000 13 11
Bering-Asia 56.2600 158.5000 13 12
Bering-Asia 58.0000 160.7500 13 13
Bering-Asia 60.0000 163.0000 13 14
Bering-Asia 62.0000 168.0000 13 15
Bering-Asia 63.0000 166.0000 13 16
Bering-Asia 66.5635 179.0000 13 17
Bering-Asia 66.5635 180.0000 13 18
Okhotsk 63.0000 166.0000 14 1
Okhotsk 62.0000 168.0000 14 2
Okhotsk 60.0000 163.0000 14 3
Okhotsk 58.0000 160.7500 14 4
Okhotsk 56.2600 158.5000 14 5
Okhotsk 52.5000 157.5000 14 6
Okhotsk 51.3100 157.0000 14 7
Okhotsk 50.3160 155.7430 14 8
Okhotsk 49.4196 154.7538 14 9
Okhotsk 49.1075 154.5365 14 10
Okhotsk 48.8358 154.1406 14 11
Okhotsk 48.0466 153.2324 14 12
Okhotsk 47.7408 153.0141 14 13
Okhotsk 47.3250 152.4935 14 14
Okhotsk 47.1333 152.2369 14 15
Okhotsk 46.8100 151.7970 14 16
Okhotsk 46.5157 150.8784 14 17
Okhotsk 46.1910 150.4227 14 18
Okhotsk 45.6395 149.5485 14 19
Okhotsk 45.4761 148.7929 14 20
Okhotsk 45.0538 147.7742 14 21
Okhotsk 44.4963 146.9481 14 22
Okhotsk 44.3839 146.4073 14 23
Okhotsk 44.1505 145.9036 14 24
Okhotsk 43.7638 145.4590 14 25
Okhotsk 43.6688 145.0331 14 26
Okhotsk 43.5000 143.0000 14 27
Okhotsk 45.3590 141.9200 14 28
Okhotsk 46.0609 142.0538 14 29
Okhotsk 47.3570 142.5250 14 30
Okhotsk 48.0970 142.3757 14 31
Okhotsk 50.4100 142.8500 14 32
Okhotsk 52.5400 142.4760 14 33
Okhotsk 53.2200 142.4580 14 34
Okhotsk 53.2070 141.2790 14 35
Okhotsk 53.3500 140.0000 14 36
Okhotsk 53.0000 138.0000 14 37
Okhotsk 53.0000 134.0000 14 38
Okhotsk 63.0000 141.0000 14 39
Okhotsk 63.0000 166.0000 14 40
Japan 53.2200 142.4580 15 1
Japan 52.5400 142.4760 15 2
Japan 50.4100 142.8500 15 3
Japan 48.0970 142.3757 15 4
Japan 47.3570 142.5250 15 5
Japan 46.0609 142.0538 15 6
Japan 45.3590 141.9200 15 7
Japan 43.5000 143.0000 15 8
Japan 42.8260 141.0000 15 9
Japan 42.6727 140.3690 15 10
Japan 42.1290 140.2700 15 11
Japan 41.4900 140.2370 15 12
Japan 41.0650 140.5000 15 13
Japan 40.0000 140.7000 15 14
Japan 37.0000 140.0000 15 15
Japan 35.5000 136.5000 15 16
Japan 35.1300 134.4200 15 17
Japan 34.4500 132.1760 15 18
Japan 34.1580 131.0000 15 19
Japan 33.6360 130.7650 15 20
Japan 33.2800 130.2000 15 21
Japan 35.2630 128.8100 15 22
Japan 38.0000 127.1000 15 23
Japan 42.0000 127.1000 15 24
Japan 50.0000 132.5000 15 25
Japan 53.3500 140.0000 15 26
Japan 53.2070 141.2790 15 27
Bohai 42.0000 127.1000 16 1
Bohai 38.0000 127.1000 16 2
Bohai 35.5000 127.1000 16 3
Bohai 34.6500 126.6650 16 4
Bohai 33.3870 126.5310 16 5
Bohai 31.2150 121.5930 16 6
Bohai 33.0000 117.0000 16 7
Bohai 42.0000 117.0000 16 8
Bohai 42.0000 127.1000 16 9
Baltic 66.6000 23.6000 17 1
Baltic 65.6400 26.9070 17 2
Baltic 60.1700 33.3450 17 3
Baltic 53.0000 30.2000 17 4
Baltic 53.0000 10.0000 17 5
Baltic 55.0000 9.2700 17 6
Baltic 55.5000 9.0000 17 7
Baltic 55.5000 13.0000 17 8
Baltic 55.5000 13.5000 17 9
Baltic 65.0000 13.5000 17 10
Baltic 66.6000 20.0000 17 11
Baltic 66.6000 23.6000 17 12
Gulf_Alaska 62.0000 -137.0000 18 1
Gulf_Alaska 59.0000 -137.2500 18 2
Gulf_Alaska 58.4000 -136.6500 18 3
Gulf_Alaska 58.2500 -136.6500 18 4
Gulf_Alaska 54.7150 -164.1650 18 5
Gulf_Alaska 54.8346 -163.3620 18 6
Gulf_Alaska 54.9336 -163.1570 18 7
Gulf_Alaska 54.9816 -163.2360 18 8
Gulf_Alaska 55.1270 -163.2350 18 9
Gulf_Alaska 55.1100 -162.9700 18 10
Gulf_Alaska 55.2970 -162.6900 18 11
Gulf_Alaska 55.2900 -162.4600 18 12
Gulf_Alaska 55.6925 -161.5310 18 13
Gulf_Alaska 55.6200 -161.1000 18 14
Gulf_Alaska 55.7500 -160.1700 18 15
Gulf_Alaska 56.0000 -160.0000 18 16
Gulf_Alaska 57.0000 -157.6400 18 17
Gulf_Alaska 58.0000 -156.5000 18 18
Gulf_Alaska 59.0000 -156.0000 18 19
Gulf_Alaska 59.5000 -158.0000 18 20
Gulf_Alaska 62.0000 -150.0000 18 21
Gulf_Alaska 62.0000 -137.0000 18 22
